local_id,lon,lat,height
23,13.314784147637200,53.027458547475383,89.6515
27,13.313671625007389,53.027431743395070,85.9391
2,13.313202518638480,53.027761310469756,84.6832
413,13.314094317777665,53.027245625758297,86.4409
42,13.313347175837334,53.027249647264000,85.6086
50,13.314756263984298,53.027215074281813,87.7762
